case,optimizer,step,excess_risk,q_eff,alpha_orig,diag_condition,trial,a,b,dimension
haar,sgd,250,0.8957424673795715,0.0,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,sgd,500,0.7051070780377581,0.0,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,sgd,1000,0.551912278626078,0.0,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,sgd,2000,0.42570123424729767,0.0,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,sgd,4000,0.31915868774466716,0.0,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,sgd,8000,0.23091838206485304,0.0,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,sgd,250,0.8891333857612403,0.0,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,sgd,500,0.7065151267411643,0.0,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,sgd,1000,0.556969836489862,0.0,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,sgd,2000,0.42573082830250286,0.0,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,sgd,4000,0.32043202546785854,0.0,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,sgd,8000,0.23230045097227303,0.0,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,sgd,250,0.9212700867679743,0.0,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,sgd,500,0.7122201011693617,0.0,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,sgd,1000,0.556579417360658,0.0,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,sgd,2000,0.42589794452358654,0.0,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,sgd,4000,0.3183245265519362,0.0,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,sgd,8000,0.2309982741996614,0.0,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,sgd,250,0.879959842656417,0.0,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,sgd,500,0.6999445927453359,0.0,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,sgd,1000,0.5517639382207878,0.0,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,sgd,2000,0.4260619449789798,0.0,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,sgd,4000,0.31937961627691946,0.0,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,sgd,8000,0.23159732374861505,0.0,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,sgd,250,0.8932054406742456,0.0,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,sgd,500,0.7140161734012562,0.0,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,sgd,1000,0.5528980495267565,0.0,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,sgd,2000,0.42383702434794485,0.0,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,sgd,4000,0.3172280952164598,0.0,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,sgd,8000,0.2298623424614627,0.0,1.500000000000001,21.4696184256474,4,1.5,1.4,512
