case,optimizer,step,excess_risk,q_eff,alpha_orig,diag_condition,trial,a,b,dimension
haar,spectral_oracle,250,1.537795218576356,0.5,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,spectral_oracle,500,1.0238833540848518,0.5,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,spectral_oracle,1000,0.6462040714038381,0.5,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,spectral_oracle,2000,0.3896509392912923,0.5,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,spectral_oracle,4000,0.21582043941351264,0.5,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,spectral_oracle,8000,0.10314133496249309,0.5,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,spectral_oracle,250,1.545233772974271,0.5,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,spectral_oracle,500,1.0249917064587561,0.5,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,spectral_oracle,1000,0.6562683839346363,0.5,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,spectral_oracle,2000,0.3933313436057908,0.5,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,spectral_oracle,4000,0.2183025852910213,0.5,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,spectral_oracle,8000,0.10491521361526614,0.5,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,spectral_oracle,250,1.5777102721682312,0.5,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,spectral_oracle,500,1.0451111098431531,0.5,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,spectral_oracle,1000,0.6531189058958848,0.5,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,spectral_oracle,2000,0.3940989784081353,0.5,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,spectral_oracle,4000,0.21652055284140453,0.5,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,spectral_oracle,8000,0.10352055764075727,0.5,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,spectral_oracle,250,1.509572286402391,0.5,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,spectral_oracle,500,1.02511969380992,0.5,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,spectral_oracle,1000,0.657084739600815,0.5,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,spectral_oracle,2000,0.39458155367265824,0.5,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,spectral_oracle,4000,0.21716815006872398,0.5,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,spectral_oracle,8000,0.10416145184511058,0.5,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,spectral_oracle,250,1.5168413893831363,0.5,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,spectral_oracle,500,1.0239304893616274,0.5,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,spectral_oracle,1000,0.6547196546052182,0.5,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,spectral_oracle,2000,0.3920928825545439,0.5,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,spectral_oracle,4000,0.2153725286384879,0.5,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,spectral_oracle,8000,0.10271551999472676,0.5,1.500000000000001,21.4696184256474,4,1.5,1.4,512
