C,M_opt,N_opt,K_opt,n_eff_opt,gamma_eff_opt,risk_opt,K_time_cap,K_wd_cap,a,b,theta,q_eff,alpha,weight_decay,phase
10000.0,48.43572732047788,206.45916874199912,5.9103253909672055,206.45916874199906,0.9999999999999998,0.7317406715709548,5.9103253909672055,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
14251.026703029993,55.95441708000796,254.68993239001617,6.338754414933956,254.6899323900161,0.9999999999999998,0.7025602367278577,6.338754414933956,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
20309.17620904735,63.72598564616603,318.69536427121886,6.830595726796721,318.69536427121875,0.9999999999999997,0.6749010971783524,6.830595726796721,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
28942.661247167518,72.49116351748678,399.25778319430316,7.363502925496753,399.257783194303,0.9999999999999996,0.6486494483471178,7.363502925496753,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
41246.26382901348,82.36446898889776,500.77739024303344,7.94111656348365,500.7773902430333,0.9999999999999998,0.6236999953857921,7.94111656348365,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
58780.16072274912,91.98651789618825,639.0084337042272,8.613285907981824,639.0084337042272,1.0,0.5999561282761705,8.613285907981824,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
83767.76400682924,104.20650252898665,803.8631176929476,9.298096182894946,803.8631176929473,0.9999999999999996,0.5773317792804394,9.298096182894946,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
119377.66417144357,117.9103107987606,1012.4446569832838,10.041311292644952,1012.4446569832836,0.9999999999999998,0.555750439553191,10.041311292644952,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
170125.42798525892,130.9084489598827,1299.575614385244,10.912741082278734,1299.5756143852434,0.9999999999999994,0.5351379213304118,10.912741082278734,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
242446.20170823307,147.68638147791967,1641.6286950904866,11.79663960399881,1641.6286950904862,0.9999999999999998,0.5154334076979572,11.79663960399881,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
345510.7294592218,163.2895810172874,2115.938612290534,12.838107893931356,2115.9386122905325,0.9999999999999993,0.49657534715485707,12.838107893931356,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
492388.26317067415,180.11469470311405,2733.7484261474924,13.98254359348558,2733.7484261474906,0.9999999999999993,0.478514840537642,13.98254359348558,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
701703.8286703837,202.24007249685812,3469.657719200456,15.138942679749656,3469.6577192004547,0.9999999999999996,0.46119937060613203,15.138942679749656,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
1000000.0,222.1570069363512,4501.320997210337,16.5112515814884,4501.320997210335,0.9999999999999996,0.44458987925593957,16.5112515814884,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
1425102.6703029992,248.71036796338632,5729.9688869938645,17.894411545700073,5729.968886993862,0.9999999999999996,0.4286437943215481,17.894411545700073,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
2030917.620904739,272.075117346207,7464.547440846862,19.54344679625292,7464.547440846859,0.9999999999999997,0.41332673868892494,19.54344679625292,inf,3.0,1.4,0.0,0.0,3.0,0.0,hard_source_time_limited
