a,b,theta,q_eff,alpha,phase,weight_decay,obs_M_exp,obs_N_exp,obs_K_exp,obs_n_eff_exp,obs_gamma_eff_exp,obs_risk_exp,pred_M_exp,pred_N_exp,pred_K_exp,pred_risk_exp,pred_n_eff_exp,pred_gamma_eff_exp,M_abs_error,N_abs_error,K_abs_error,n_eff_abs_error,gamma_eff_abs_error,risk_abs_error
3.0,1.4,0.0,0.0,3.0,hard_source_time_limited,0.0,0.2717339675914457,0.7282660324085548,0.24275534413618483,0.7282660324085545,-3.3536374606529577e-17,-0.1019178026660932,0.25,0.75,0.25,-0.09999999999999998,0.75,0.0,0.02173396759144569,0.02173396759144519,0.007244655863815175,0.021733967591445524,3.3536374606529577e-17,0.0019178026660932185
3.0,1.4,0.25,0.125,2.625,hard_source_time_limited,0.0,0.3019825729157204,0.6980174270842802,0.26591140079401154,0.6980174270842802,-2.9419377212377604e-17,-0.1131906145355408,0.27586206896551724,0.7241379310344828,0.27586206896551724,-0.11034482758620687,0.7241379310344828,0.0,0.026120503950203156,0.0261205039502026,0.009950668171505694,0.0261205039502026,2.9419377212377604e-17,0.002845786949333934
3.0,1.4,0.5,0.25,2.25,hard_source_time_limited,0.0,0.34145412659120933,0.6585458734087912,0.29268705484835167,0.6585458734087912,-3.70529765473677e-17,-0.1277952521933338,0.3076923076923077,0.6923076923076923,0.3076923076923077,-0.12307692307692306,0.6923076923076923,0.0,0.03376181889890162,0.033761818898901064,0.01500525284395604,0.033761818898901064,3.70529765473677e-17,0.0047183291164107355
3.0,1.4,0.75,0.375,1.875,hard_source_time_limited,0.0,0.3876339792230038,0.6123660207769964,0.3265952110810649,0.6123660207769964,-1.3294470751949064e-17,-0.14756015348343451,0.34782608695652173,0.6521739130434783,0.34782608695652173,-0.13913043478260867,0.6521739130434783,0.0,0.03980789226648207,0.03980789226648185,0.021230875875456856,0.03980789226648185,1.3294470751949064e-17,0.008429718700825845
3.0,1.4,1.0,0.5,1.5,hard_source_time_limited,0.0,0.41578640686250296,0.5842135931374972,0.41578640686250296,0.6236796102937544,0.03946601715625734,-0.16666473606085982,0.4,0.6,0.4,-0.15999999999999998,0.6,0.0,0.015786406862502933,0.015786406862502766,0.015786406862502933,0.023679610293754427,0.03946601715625734,0.006664736060859849
