dimension,a,rho,original_slope_obs,original_slope_pred,aligned_slope_obs,aligned_slope_pred,flat_slope_obs,flat_slope_pred,random_slope_obs,random_slope_pred,random_diag_condition,random_diag_slope
256,1.5,1e-12,-1.500000000000001,-1.5,-0.7500000007104171,-0.75,-1.5000000000000013,-1.5,-1.5235927222076047,-1.5,14.795832587799046,-0.5935654097114006
