case,optimizer,step,excess_risk,q_eff,alpha_orig,diag_condition,trial,a,b,dimension
haar,adamw,250,0.5230937615308058,-0.021585707245257213,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,adamw,500,0.355898119802382,-0.018197166805630882,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,adamw,1000,0.2284621421281659,-0.02149795926857423,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,adamw,2000,0.13517953635754212,-0.02055532842983565,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,adamw,4000,0.06595562447238679,-0.0221234425115997,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,adamw,8000,0.021573280161060623,-0.019908647773195343,1.4999999999999996,17.813386463390707,0,1.5,1.4,512
haar,adamw,250,0.5219915245220164,-0.02087484350151736,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,adamw,500,0.3562656872691077,-0.018018984380261616,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,adamw,1000,0.2308396485765698,-0.02067126000950137,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,adamw,2000,0.13551055777394444,-0.020925911057837476,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,adamw,4000,0.06866931333796959,-0.020749591535516698,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,adamw,8000,0.021418851918332475,-0.01868821724824099,1.4999999999999991,16.462244058909047,1,1.5,1.4,512
haar,adamw,250,0.5322173233596693,-0.021320685438951825,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,adamw,500,0.3582933354852742,-0.019643238964769383,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,adamw,1000,0.2347245723781871,-0.022975264327990796,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,adamw,2000,0.14090871382205888,-0.023341873032018734,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,adamw,4000,0.07609999552920599,-0.021221123539600706,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,adamw,8000,0.02319893567261213,-0.026950673116707513,1.4999999999999982,21.974530718200988,2,1.5,1.4,512
haar,adamw,250,0.5204465810744314,-0.019953906959802703,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,adamw,500,0.35490184915211787,-0.017203756242858637,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,adamw,1000,0.23373001000731275,-0.020311795395998145,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,adamw,2000,0.1340758372400045,-0.019489877053642024,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,adamw,4000,0.06437964184868707,-0.018441661732135906,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,adamw,8000,0.020687303131507222,-0.022913904806660668,1.4999999999999998,17.955197249695942,3,1.5,1.4,512
haar,adamw,250,0.5370491532089252,-0.02392891494415439,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,adamw,500,0.3611954270066613,-0.02091217799705447,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,adamw,1000,0.22970161266080064,-0.01988813445437998,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,adamw,2000,0.1357141785405986,-0.022577578475427407,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,adamw,4000,0.07039325485025183,-0.021119217002178337,1.500000000000001,21.4696184256474,4,1.5,1.4,512
haar,adamw,8000,0.021454946817596028,-0.0236177554822381,1.500000000000001,21.4696184256474,4,1.5,1.4,512
