case,optimizer,step,excess_risk,q_eff,alpha_orig,diag_condition,trial,a,b,dimension
flat,coord_oracle,250,0.7981930150974719,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,0,1.5,1.4,512
flat,coord_oracle,500,0.6242095261236635,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,0,1.5,1.4,512
flat,coord_oracle,1000,0.48408690026848367,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,0,1.5,1.4,512
flat,coord_oracle,2000,0.36860979205233835,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,0,1.5,1.4,512
flat,coord_oracle,4000,0.27312036646322163,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,0,1.5,1.4,512
flat,coord_oracle,8000,0.19288676312455677,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,0,1.5,1.4,512
flat,coord_oracle,250,0.7915283662411787,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,1,1.5,1.4,512
flat,coord_oracle,500,0.6248367946535083,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,1,1.5,1.4,512
flat,coord_oracle,1000,0.48676609188060754,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,1,1.5,1.4,512
flat,coord_oracle,2000,0.36837566675257855,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,1,1.5,1.4,512
flat,coord_oracle,4000,0.2734068634387312,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,1,1.5,1.4,512
flat,coord_oracle,8000,0.1938699271254828,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,1,1.5,1.4,512
flat,coord_oracle,250,0.8114217004220072,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,2,1.5,1.4,512
flat,coord_oracle,500,0.6323473520721613,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,2,1.5,1.4,512
flat,coord_oracle,1000,0.4903474051379022,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,2,1.5,1.4,512
flat,coord_oracle,2000,0.37104828175331117,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,2,1.5,1.4,512
flat,coord_oracle,4000,0.2723485742896367,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,2,1.5,1.4,512
flat,coord_oracle,8000,0.19321986458221935,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,2,1.5,1.4,512
flat,coord_oracle,250,0.7790602712420819,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,3,1.5,1.4,512
flat,coord_oracle,500,0.6140616308347288,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,3,1.5,1.4,512
flat,coord_oracle,1000,0.4846629175169066,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,3,1.5,1.4,512
flat,coord_oracle,2000,0.3674925032332539,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,3,1.5,1.4,512
flat,coord_oracle,4000,0.2713216934480012,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,3,1.5,1.4,512
flat,coord_oracle,8000,0.19314321053002942,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,3,1.5,1.4,512
flat,coord_oracle,250,0.7992580167354869,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,4,1.5,1.4,512
flat,coord_oracle,500,0.6261654789882624,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,4,1.5,1.4,512
flat,coord_oracle,1000,0.48495865486005796,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,4,1.5,1.4,512
flat,coord_oracle,2000,0.36780344036267787,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,4,1.5,1.4,512
flat,coord_oracle,4000,0.27117060137820037,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,4,1.5,1.4,512
flat,coord_oracle,8000,0.19220671016528196,-3.3306690738754696e-15,1.5000000000000064,1.0000000000000004,4,1.5,1.4,512
