case,description,dimension,ambient_dim,a,rho,theta_input,band_kappa,alpha_orig_hat,alpha_eff_hat,q_eff_hat,count_orig_slope_hat,count_eff_slope_hat,diag_profile_slope,theta_sorted_diag_hat,diag_condition,commutator_ratio,pred_q_eff_simple
aligned,eigenbasis coordinates,256,256,1.5,1e-08,nan,nan,1.500000000000001,0.7500071040701541,0.4999952639532309,0.6436541070891726,0.2536441034321573,-1.500000000000001,1.0,4096.0,0.0,0.5
flat,scalar/flat diagonal profile,256,256,1.5,1e-08,nan,nan,1.500000000000001,1.500000000000001,0.0,0.6436541070891726,0.37106111315407,-1.1502412881262813e-16,7.668275254175202e-17,1.0,0.0,0.0
diagonal_profile,synthetic visible profile theta=0,256,256,1.5,1e-08,0.0,nan,1.500000000000001,1.5000000000000013,-2.220446049250313e-16,0.6436541070891726,0.6457993421837919,0.0,-0.0,1.0,0.0,0.0
diagonal_profile,synthetic visible profile theta=0.5,256,256,1.5,1e-08,0.5,nan,1.500000000000001,1.1250001096644437,0.24999992689037143,0.6436541070891726,0.5444919442921273,-0.7500000000000006,0.5,64.0,0.0,0.25
diagonal_profile,synthetic visible profile theta=1,256,256,1.5,1e-08,1.0,nan,1.500000000000001,0.7500071040701541,0.4999952639532309,0.6436541070891726,0.2536441034321573,-1.500000000000001,1.0,4096.0,0.0,0.5
band,"block rotations, kappa=2",256,256,1.5,1e-08,nan,2.0,1.500000000000001,0.7719902094160398,0.4853398603893072,0.6436541070891726,0.25194481303228816,-1.4409146427842547,0.9606097618561691,3660.2609921790645,0.010436755779083694,0.5
haar,full Haar orthogonal rotation,256,256,1.5,1e-08,nan,nan,1.5000000000000018,1.529477517991325,-0.01965167866088202,0.64354666572542,0.3537302871575227,-0.5864238765987176,0.3909492510658113,13.368912949914325,0.2512801379098265,0.0
gaussian_sketch,"Gaussian sketch m=256, ambient=2048",256,2048,1.5,1e-08,nan,nan,1.4867016195433738,1.5258893967981042,-0.026358871706056552,0.7263120217705578,0.49158631714966333,-0.5698666873280072,0.3833093875979205,19.88015308930729,0.2587153571974904,0.0
