a,b,theta,q_eff,alpha,phase,weight_decay,obs_M_exp,obs_N_exp,obs_K_exp,obs_n_eff_exp,obs_gamma_eff_exp,obs_risk_exp,pred_M_exp,pred_N_exp,pred_K_exp,pred_risk_exp,pred_n_eff_exp,pred_gamma_eff_exp,M_abs_error,N_abs_error,K_abs_error,n_eff_abs_error,gamma_eff_abs_error,risk_abs_error
3.0,1.4,0.0,0.0,3.0,hard_source_time_limited,0.001,0.8525603815948191,0.14743961840518136,0.0016627013464355757,0.004988104039306977,-0.14245151436587467,-0.032151992803278316,0.25,0.75,0.25,-0.09999999999999998,0.75,0.0,0.6025603815948191,0.6025603815948186,0.24833729865356444,0.7450118959606931,0.14245151436587467,0.06784800719672165
3.0,1.4,0.25,0.125,2.625,hard_source_time_limited,0.001,0.8194857341860059,0.18051426581399446,0.0013584192065547668,0.003565850417206294,-0.17694841539678838,-0.03665661901575211,0.27586206896551724,0.7241379310344828,0.27586206896551724,-0.11034482758620687,0.7241379310344828,0.0,0.5436236652204887,0.5436236652204883,0.27450364975896246,0.7205720806172765,0.17694841539678838,0.07368820857045476
3.0,1.4,0.5,0.25,2.25,hard_source_time_limited,0.001,0.777354019104983,0.22264598089501705,0.0008769472946933696,0.0019731314130603315,-0.22067284948195695,-0.04412809395524654,0.3076923076923077,0.6923076923076923,0.3076923076923077,-0.12307692307692306,0.6923076923076923,0.0,0.4696617114126753,0.4696617114126752,0.30681536039761437,0.690334560894632,0.22067284948195695,0.07894882912167651
3.0,1.4,0.75,0.375,1.875,hard_source_time_limited,0.001,0.73170293698784,0.2682970630121603,0.0003131972010084005,0.0005872447518909072,-0.26770981826026957,-0.05853361489274078,0.34782608695652173,0.6521739130434783,0.34782608695652173,-0.13913043478260867,0.6521739130434783,0.0,0.3838768500313182,0.383876850031318,0.3475128897555133,0.6515866682915874,0.26770981826026957,0.08059681988986789
3.0,1.4,1.0,0.5,1.5,hard_source_time_limited,0.001,0.7087781523092667,0.2912218476907341,0.00751063884142662,0.011265958262139868,-0.27995588942859406,-0.08985031205757563,0.4,0.6,0.4,-0.15999999999999998,0.6,0.0,0.30877815230926664,0.30877815230926586,0.3924893611585734,0.5887340417378601,0.27995588942859406,0.07014968794242435
