a,b,theta,q_eff,alpha,phase,weight_decay,obs_M_exp,obs_N_exp,obs_K_exp,obs_n_eff_exp,obs_gamma_eff_exp,obs_risk_exp,pred_M_exp,pred_N_exp,pred_K_exp,pred_risk_exp,pred_n_eff_exp,pred_gamma_eff_exp,M_abs_error,N_abs_error,K_abs_error,n_eff_abs_error,gamma_eff_abs_error,risk_abs_error
3.0,1.4,0.0,0.0,3.0,hard_source_time_limited,0.0001,0.7681464749472954,0.2318535250527051,0.0765250212248619,0.22957506367458558,-0.00227846137811945,-0.06866179913911484,0.25,0.75,0.25,-0.09999999999999998,0.75,0.0,0.5181464749472954,0.5181464749472949,0.1734749787751381,0.5204249363254144,0.00227846137811945,0.03133820086088514
3.0,1.4,0.25,0.125,2.625,hard_source_time_limited,0.0001,0.7714302876896597,0.22856971231034054,0.08620619083132243,0.22629125093222108,-0.0022784613781193872,-0.07775102484038636,0.27586206896551724,0.7241379310344828,0.27586206896551724,-0.11034482758620687,0.7241379310344828,0.0,0.4955682187241425,0.49556821872414225,0.18965587813419482,0.4978466801022617,0.0022784613781193872,0.03259380274582051
3.0,1.4,0.5,0.25,2.25,hard_source_time_limited,0.0001,0.7608470269426537,0.23915297305734687,0.09912155921009026,0.2230235082227031,-0.01612946483464367,-0.0903662502953483,0.3076923076923077,0.6923076923076923,0.3076923076923077,-0.12307692307692306,0.6923076923076923,0.0,0.453154719250346,0.45315471925034545,0.20857074848221746,0.4692841840849892,0.01612946483464367,0.03271067278157476
3.0,1.4,0.75,0.375,1.875,hard_source_time_limited,0.0001,0.7027043077104393,0.29729569228956115,0.11679082057781405,0.2189827885834011,-0.0783129037061599,-0.10918369134794469,0.34782608695652173,0.6521739130434783,0.34782608695652173,-0.13913043478260867,0.6521739130434783,0.0,0.3548782207539176,0.3548782207539171,0.2310352663787077,0.4331911244600772,0.0783129037061599,0.029946743434663983
3.0,1.4,1.0,0.5,1.5,hard_source_time_limited,0.0001,0.5863445522601028,0.41365544773989743,0.17859274823182772,0.26788912234774165,-0.14576632539215575,-0.14321654575161888,0.4,0.6,0.4,-0.15999999999999998,0.6,0.0,0.18634455226010282,0.18634455226010255,0.2214072517681723,0.33211087765225833,0.14576632539215575,0.016783454248381097
