C,M_opt,N_opt,K_opt,risk_opt,delta,K_wd_cap,K_time_cap,a,b,theta,alpha,s,phase,pred_risk_exp,pred_K_exp,pred_M_exp,pred_N_exp,s_threshold
8376776.400682924,10115.752174744368,828.0922917029263,8.37677640068292,0.46245500189142325,0.0017012542798525879,8.37677640068292,9.390590749499419,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
11937766.417144358,12449.400297854885,958.9029295813804,8.781925400320675,0.45150746404350056,0.0014764908816142586,8.781925400320675,9.8610890756448,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
17012542.798525892,15716.830678811612,1082.44105610052,9.206669731629706,0.4409582028274489,0.0012814223889440833,9.206669731629706,10.267579765810579,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
24244620.170823306,19354.05911265996,1252.689166117319,9.651957137350706,0.43078157355583874,0.0011121256211835883,9.651957137350706,10.779892760894516,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
34551072.94592218,23833.024086803973,1449.7141789510736,10.118781198504509,0.4209582281695268,0.0009651957137350702,10.118781198504509,11.317768216745076,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
49238826.317067415,30159.42436534176,1632.6182396787085,10.608183551394486,0.4114653354639449,0.0008376776400682914,10.608183551394486,11.775017142111277,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
70170382.86703837,37160.96431072357,1888.2820768671293,11.121256211835894,0.40228636427451747,0.0007270067807853814,11.121256211835894,12.360108704936414,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
100000000.0,47108.728930624886,2122.748846551686,11.659144011798318,0.39340355214177447,0.000630957344480193,11.659144011798318,12.851866467316766,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
142510267.03029963,58079.404099489264,2453.7143457288475,12.223047153898126,0.3847998969131734,0.0005475976030421943,12.223047153898126,13.487806723665642,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
203091762.0904739,71604.92879184615,2836.2818805512243,12.814223889440841,0.3764621320987534,0.0004752510411057899,12.814223889440841,14.155214783595705,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
289426612.47167516,90988.11789821317,3180.927566778024,13.433993325989002,0.36837579857139985,0.000412462638290135,13.433993325989002,14.706791202051697,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
412462638.29013646,112243.78039005748,3674.7037284096346,14.083738370720178,0.3605276408887928,0.00035796960610421654,14.083738370720178,15.431475133000285,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
587801607.2274925,138464.96143974902,4245.128883983156,14.764908816142592,0.3529069167450201,0.0003106759909833826,14.764908816142592,16.191868199446883,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
837677640.0682924,176363.62096530004,4749.718992405511,15.47902457505376,0.3455025061869046,0.00026963063267837,15.47902457505376,16.80954553952024,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
1193776641.7144358,217692.49097879266,5483.775009174442,16.22767907196023,0.33830296278961297,0.00023400803470013462,16.22767907196023,17.634367044200832,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
1701254279.8525858,268706.3259938166,6331.277365951312,17.012542798525885,0.33130005837437054,0.00020309176209047362,17.012542798525885,18.49966141669238,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
2424462017.0823307,331674.6907734605,7309.75888280327,17.83536704098214,0.3244848677855238,0.00017626003261754562,17.83536704098214,19.407414605493532,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
3455107294.5922184,423707.0032309638,8154.472945326397,18.69798778781704,0.31784885416001507,0.00015297321160913583,18.69798778781704,20.127907691710284,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
4923882631.706752,523307.4561010995,9409.158180913613,19.602329826462785,0.3113838813493279,0.00013276295892211248,19.602329826462785,21.111394593388408,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
7017038286.703836,646320.9045938893,10856.895138047466,20.550411038122352,0.30508345218489535,0.00011522280977398199,20.550411038122352,22.142936489186518,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
10000000000.0,798251.0221187457,12527.387654897893,21.544346900318835,0.2989408012420149,9.999999999999995e-05,21.544346900318835,23.224881435246406,3.0,1.4,0.0,3.0,0.4,cap_active_decay_limited,-0.05333333333333332,0.13333333333333333,0.6190476190476191,0.38095238095238093,0.75
10000.0,48.43572732047788,206.45916874199912,5.9103253909672055,0.7317406715709548,0.000630957344480193,11.659144011798318,5.9103253909672055,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
14251.026703029993,55.95441708000796,254.68993239001617,6.338754414933956,0.7025602367278577,0.0004752510411057898,12.814223889440841,6.338754414933956,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
20309.17620904735,63.72598564616603,318.69536427121886,6.830595726796721,0.6749010971783524,0.00035796960610421714,14.083738370720171,6.830595726796721,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
28942.661247167518,72.49116351748678,399.25778319430316,7.363502925496753,0.6486494483471178,0.00026963063267837,15.47902457505376,7.363502925496753,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
41246.26382901348,82.36446898889776,500.77739024303344,7.94111656348365,0.6236999953857921,0.00020309176209047362,17.012542798525885,7.94111656348365,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
58780.16072274912,91.98651789618825,639.0084337042272,8.613285907981824,0.5999561282761705,0.00015297321160913583,18.69798778781704,8.613285907981824,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
83767.76400682924,104.20650252898665,803.8631176929476,9.298096182894946,0.5773317792804394,0.000115222809773982,20.550411038122352,9.298096182894946,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
119377.66417144357,117.9103107987606,1012.4446569832838,10.041311292644952,0.555750439553191,8.67883713269597e-05,22.58635520721376,10.041311292644952,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
170125.42798525892,130.9084489598827,1299.575614385244,10.912741082278734,0.5351379213304118,6.537092275705854e-05,24.824001846001185,10.912741082278734,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
242446.20170823307,147.68638147791967,1641.6286950904866,11.79663960399881,0.5154334076979572,4.923882631706733e-05,27.283333764867688,11.79663960399881,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
345510.7294592218,163.2895810172874,2115.938612290534,12.838107893931356,0.49657534715485707,3.708777411774473e-05,29.986313485755662,12.838107893931356,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
492388.26317067415,180.11469470311405,2733.7484261474924,13.98254359348558,0.478514840537642,2.7935332579852183e-05,32.957079373631046,13.98254359348558,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
701703.8286703837,202.24007249685812,3469.657719200456,15.138942679749656,0.46119937060613203,2.104151098066505e-05,36.222161198834186,15.138942679749656,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
1000000.0,222.1570069363512,4501.320997210337,16.5112515814884,0.44458987925593957,1.5848931924611124e-05,39.81071705534973,16.5112515814884,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
1425102.6703029992,248.71036796338632,5729.9688869938645,17.894411545700073,0.4286437943215481,1.193776641714435e-05,43.75479375074186,17.894411545700073,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
2030917.620904739,272.075117346207,7464.547440846862,19.54344679625292,0.41332673868892494,8.991789964660103e-06,48.08961299310967,19.54344679625292,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
2894266.1247167517,303.6956056808377,9530.1547687141,21.201503074213495,0.3986049788706622,6.772815277441412e-06,52.85388593079246,21.201503074213495,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
4124626.382901348,330.85337928868137,12466.62915086161,23.187273260886542,0.3844484052219259,5.101434415464323e-06,58.09015885375251,23.187273260886542,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
5878016.072274912,368.2146520435526,15963.558320269281,25.179275772367728,0.37082914258397853,3.84251334625432e-06,63.84519314384512,25.179275772367728,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
8376776.400682924,399.4848047438443,20968.948759025367,27.575636957789968,0.35772231042335784,2.8942661247167473e-06,70.17038286703828,27.575636957789968,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
11937766.417144358,443.2834980032002,26930.319921492264,29.974170330837875,0.34510227557368506,2.180025323490051e-06,77.12221373679745,29.974170330837875,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
17012542.798525892,491.3027411041727,34627.412744108144,32.59417661803034,0.33295000977254374,1.6420433388871615e-06,84.7627675473066,32.59417661803034,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
24244620.170823306,529.8830197084256,45754.66521679482,35.7666661248142,0.32124215704366293,1.2368233972929824e-06,93.16027658125523,35.7666661248142,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
34551072.94592218,585.5492566237169,59006.26216339856,38.931341430891706,0.3099607348036278,9.316027658125517e-07,102.38973294320834,38.931341430891706,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
49238826.317067415,646.2985605669331,76185.88268845147,42.39274133493764,0.29908886398700324,7.01703828670382e-07,112.53355826007652,42.39274133493764,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
70170382.86703837,712.5072154399717,98483.75054519036,46.18009902061483,0.2886094442983475,5.285388593079236e-07,123.68233972929846,46.18009902061483,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
100000000.0,762.5725779072333,131135.05900570814,50.80497851027454,0.2785049750854511,3.981071705534969e-07,135.93563908785256,50.80497851027454,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
142510267.03029963,838.2104491604762,170017.28763108738,55.39846029935273,0.26876151746855703,2.9986313485755667e-07,149.40288172641706,55.39846029935273,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
203091762.0904739,920.2615571976693,220689.17309652478,60.43107813750617,0.25936545988891185,2.2586355207213717e-07,164.20433388871635,60.43107813750617,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
289426612.47167516,1009.1502066268213,286802.3120553189,65.94687430226392,0.25030330478822355,1.701254279852587e-07,180.47217668271705,65.94687430226392,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
412462638.29013646,1105.3165428923096,373162.45825004583,71.99449921002667,0.24156227021092067,1.2814223889440795e-07,198.3516864948959,71.99449921002667,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
587801607.2274925,1209.2159022812311,486101.4531140243,78.62771227640158,0.23313023186273468,9.651957137350681e-08,218.00253234900526,78.62771227640158,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
837677640.0682924,1321.318005622828,633971.2593816031,85.90593913704474,0.22499567128917922,7.27006780785381e-08,239.60020179511824,85.90593913704474,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
1193776641.7144358,1442.105986777761,827800.9055227683,93.89489177688623,0.2171476294621371,5.4759760304219405e-08,263.33756806253604,93.89489177688623,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
1701254279.8525858,1572.075247601437,1082171.0235869696,102.6672588992094,0.20957566514730858,4.124626382901354e-08,289.42661247167496,102.6672588992094,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
2424462017.0823307,1711.7321317903352,1416379.3341581647,112.30347474605263,0.20226981749992962,3.106759909833824e-08,318.10031748655194,112.30347474605263,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
3455107294.5922184,1926.6528407670087,1793321.1533930136,121.49340124352457,0.1952205581449889,2.340080347001345e-08,349.6147473133553,121.49340124352457,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
4923882631.706752,2094.090398499715,2351322.863250988,132.9752316598146,0.18841667223380856,1.762600326175452e-08,384.2513346254325,132.9752316598146,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
7017038286.703836,2273.3887538951294,3086598.4863702417,145.5995545507595,0.1818512757152662,1.327629589221124e-08,422.319393835781,145.5995545507595,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
10000000000.0,2465.1214028545633,4056595.34188466,159.48526433488206,0.1755160397645531,9.99999999999999e-09,464.1588833612779,159.48526433488206,3.0,1.4,0.0,3.0,0.8,cap_inactive_no_decay_law,-0.09999999999999998,0.25,0.25,0.75,0.75
10000.0,371.6251749481154,26.908833615473316,1.0,1.1309096406606658,1.0,1.0,4.320249539655149,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
14251.026703029993,483.83747948908837,29.454160347558165,1.0,1.1183078806761348,1.0,1.0,4.497322847749197,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
20309.17620904735,622.4935793319739,32.62551917538177,1.0,1.1069195015319304,1.0,1.0,4.706436372579577,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
28942.661247167518,801.8329929347494,36.09562278204082,1.0,1.0966275486548462,1.0,1.0,4.922684672620202,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
41246.26382901348,1034.0621566826248,39.88760594559967,1.0,1.0873264626680568,1.0,1.0,5.14616305422704,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
58780.16072274912,1335.1284299864906,44.025847553365246,1.0,1.0789209783050815,1.0,1.0,5.376959519044741,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
83767.76400682924,1697.4594244109114,49.348905076714935,1.0,1.071323806955498,1.0,1.0,5.656760442249691,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
119377.66417144357,2195.5650856831694,54.37218188150326,1.0,1.0644578607240969,1.0,1.0,5.90579761961323,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
170125.42798525892,2843.1967018206797,59.83596839301227,1.0,1.0582533836880446,1.0,1.0,6.162558187162015,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
242446.20170823307,3619.0696502978444,66.99130581481903,1.0,1.0526464016321047,1.0,1.0,6.4798320944128145,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
345510.7294592218,4694.918385194914,73.59248896610535,1.0,1.0475781567045026,1.0,1.0,6.756219861259014,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
492388.26317067415,6097.79513387814,80.74857425679367,1.0,1.0429988802238854,1.0,1.0,7.040694406033898,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
701703.8286703837,7770.993410641254,90.29782829432098,1.0,1.0388593983697794,1.0,1.0,7.399287693064679,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
1000000.0,10110.947095853486,98.90270323045222,1.0,1.0351191949415222,1.0,1.0,7.70476120515281,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
1425102.6703029992,12892.952648309645,110.53346034663673,1.0,1.0317383168540777,1.0,1.0,8.095048435752787,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
2030917.620904739,16804.987737670403,120.85207395612629,1.0,1.0286837194404161,1.0,1.0,8.422601825788846,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
2894266.1247167517,21441.520908358783,134.98418032409484,1.0,1.025922169187756,1.0,1.0,8.846925870942497,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
4124626.382901348,27357.283804083236,150.76885601799853,1.0,1.023427313827331,1.0,1.0,9.292627027233491,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
5878016.072274912,35742.60003720582,164.45407066515205,1.0,1.0211719865893223,1.0,1.0,9.65847863560545,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
8376776.400682924,45631.04005549927,183.5762759405566,1.0,1.019133935738136,1.0,1.0,10.14239899294885,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
11937766.417144358,58255.18609108321,204.92195147191546,1.0,1.0172926039166237,1.0,1.0,10.65056529223469,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
17012542.798525892,76291.31711441753,222.9944827536719,1.0,1.0156276166393219,1.0,1.0,11.058246705890163,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
24244620.170823306,97455.46035761712,248.7764162403687,1.0,1.014123305846809,1.0,1.0,11.609248088480822,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
34551072.94592218,124490.79545017074,277.53917726191855,1.0,1.0127641417516922,1.0,1.0,12.187704322793596,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
49238826.317067415,163419.96533485345,301.3023911501589,1.0,1.0115352563945939,1.0,1.0,12.640927010010863,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
70170382.86703837,208878.1522115087,335.9393125805914,1.0,1.01042478172191,1.0,1.0,13.267301260002029,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
100000000.0,266981.3469969498,374.5580023653955,1.0,1.0094214278896914,1.0,1.0,13.924713162591098,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
142510267.03029963,351298.37854090356,405.6673065848108,1.0,1.0085147143161595,1.0,1.0,14.427353415162171,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
203091762.0904739,449283.9315319362,452.0343324943452,1.0,1.0076948855244126,1.0,1.0,15.138267920062846,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
289426612.47167516,574600.0080364434,503.70102405797144,1.0,1.0069541302234777,1.0,1.0,15.884213065631617,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
412462638.29013646,734869.7473103653,561.2731232980485,1.0,1.0062848079713984,1.0,1.0,16.66691500287141,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
587801607.2274925,939842.5651914508,625.4256074343199,1.0,1.005680017946802,1.0,1.0,17.488184939673243,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
837677640.0682924,1241055.9627400234,674.9716896076582,1.0,1.0051331457667227,1.0,1.0,18.090903115580943,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
1193776641.7144358,1588155.2151747874,751.6750442953729,1.0,1.004638951116149,1.0,1.0,18.97735204410759,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
1701254279.8525858,2032331.3881174584,837.0949195585921,1.0,1.0041924044458108,1.0,1.0,19.90723670925089,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
2424462017.0823307,2600735.0110756503,932.2218552668255,1.0,1.0037889048574211,1.0,1.0,20.882685449321972,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
3455107294.5922184,3328110.089418016,1038.1589556120755,1.0,1.0034242964021856,1.0,1.0,21.905930890582837,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
4923882631.706752,4410369.427485706,1116.4331497993792,1.0,1.003094632650586,1.0,1.0,22.625194506767794,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
7017038286.703836,5647202.834130409,1242.5688420990396,1.0,1.0027966803186252,1.0,1.0,23.72758497888789,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
10000000000.0,7230890.829930101,1382.9554663732447,1.0,1.0025274494454797,1.0,1.0,24.883688348488626,3.0,1.4,0.5,2.25,0.0,fixed_decay_floor,-0.0,0.0,0.7142857142857143,0.2857142857142857,0.6923076923076923
10000.0,321.88857373835793,31.06665105835146,1.22712523985119,1.060184578897392,0.6309573444801932,1.22712523985119,4.605130832504439,3.0,1.4,0.5,2.25,0.05,cap_active_decay_limited,-0.008888888888888887,0.022222222222222223,0.6984126984126985,0.3015873015873015,0.6923076923076923
14251.026703029993,416.36548342266053,34.22720487270436,1.236823397292984,1.044210754810963,0.6198800969747554,1.236823397292984,4.807760884221945,3.0,1.4,0.5,2.25,0.05,cap_active_decay_limited,-0.008888888888888887,0.022222222222222223,0.6984126984126985,0.3015873015873015,0.6923076923076923
20309.17620904735,532.2122507316016,38.15991868118311,1.246598200748332,1.029477238590225,0.6089973244419449,1.246598200748332,5.045876772777869,3.0,1.4,0.5,2.25,0.05,cap_active_decay_limited,-0.008888888888888887,0.022222222222222223,0.6984126984126985,0.3015873015873015,0.6923076923076923
28942.661247167518,681.0965673270605,42.49421100557293,1.2564502559623383,1.0158692987115867,0.5983056126297138,1.2564502559623383,5.293002754827213,3.0,1.4,0.5,2.25,0.05,cap_active_decay_limited,-0.008888888888888887,0.022222222222222223,0.6984126984126985,0.3015873015873015,0.6923076923076923
41246.26382901348,872.662255989547,47.26486512498776,1.2663801734674032,1.0032815479397172,0.5878016072274913,1.2663801734674032,5.549313995369157,3.0,1.4,0.5,2.25,0.05,cap_active_decay_limited,-0.008888888888888887,0.022222222222222223,0.6984126984126985,0.3015873015873015,0.6923076923076923
58780.16072274912,1119.4311045878655,52.50895788212877,1.2763885686210574,0.9916187050181735,0.5774820128138353,1.2763885686210574,5.814979357910643,3.0,1.4,0.5,2.25,0.05,cap_active_decay_limited,-0.008888888888888887,0.022222222222222223,0.6984126984126985,0.3015873015873015,0.6923076923076923
83767.76400682924,1437.6799773353027,58.265932145824486,1.286476061644096,0.9807945826484512,0.56734359182256,1.286476061644096,6.090160735915716,3.0,1.4,0.5,2.25,0.05,cap_active_decay_limited,-0.008888888888888887,0.022222222222222223,0.6984126984126985,0.3015873015873015,0.6923076923076923
